Date,mes,building,contents,profits,total,Anio,frecuencia
23/08/1982,8,0.95124851,0.4161712,0.23781213,1.605232,1982,
24/08/1982,8,0,1.754034,0.47562426,2.229659,1982,
27/08/1982,8,1.21284185,0,0,1.212842,1982,
30/08/1982,8,2.37812128,1.070155,0,3.448276,1982,
03/09/1982,9,1.24326754,0,0,1.243268,1982,
06/09/1982,9,1.29419501,0.2896861,0.09104994,1.674931,1982,
08/09/1982,9,1.07015458,0.2829964,0,1.353151,1982,
10/09/1982,9,1.42364209,0.3639025,0,1.787545,1982,
10/09/1982,9,1.72413793,0.3127229,0,2.036861,1982,
13/09/1982,9,1.90249703,0.07134364,0,1.973841,1982,
14/09/1982,9,1.64090369,0,0,1.640904,1982,
18/09/1982,9,1.85252913,1.057403,0,2.909932,1982,
18/09/1982,9,2.55095838,0,0,2.550958,1982,
19/09/1982,9,1.42687277,0.08323424,0.29726516,1.807372,1982,
20/09/1982,9,2.97819025,1.024388,0,4.002578,1982,
22/09/1982,9,0.47562426,0.9512485,0,1.426873,1982,
28/09/1982,9,1.78359096,0.5041867,0.05533413,2.343112,1982,
30/09/1982,9,0.93697979,0.451843,0,1.388823,1982,
01/10/1982,10,2.37812128,1.795482,0,4.173603,1982,
03/10/1982,10,1.27853746,0,0,1.278537,1982,
04/10/1982,10,0.23781213,2.857313,0.46373365,3.558859,1982,
06/10/1982,10,0.80142687,0.3987229,0,1.20015,1982,
16/10/1982,10,1.55123424,0,0,1.551234,1982,
24/10/1982,10,1.6996195,0,0,1.69962,1982,
24/10/1982,10,14.57788347,45.1843,5.94530321,65.707491,1982,
27/10/1982,10,6.80004994,18.56005,1.90249703,27.262595,1982,
27/10/1982,10,12.15219976,3.774078,0,15.926278,1982,
31/10/1982,10,1.27949703,0,0,1.279497,1982,
01/11/1982,11,2.04586207,0.541283,0.51129608,3.098441,1982,
06/11/1982,11,2.1146195,0.8323424,0,2.946962,1982,
07/11/1982,11,1.07015458,0.1545779,0,1.224732,1982,
08/11/1982,11,1.07015458,0.4756243,0.11890606,1.664685,1982,
09/11/1982,11,1.31960166,0,0,1.319602,1982,
11/11/1982,11,1.51659929,0,0,1.516599,1982,
11/11/1982,11,1.27323068,0,0,1.273231,1982,
11/11/1982,11,0,1.664685,0,1.664685,1982,
13/11/1982,11,1.30796671,0,0,1.307967,1982,
15/11/1982,11,1.36741974,1.605232,2.49702735,5.469679,1982,
20/11/1982,11,1.24851367,0,0,1.248514,1982,
21/11/1982,11,1.98682521,0,0,1.986825,1982,
22/11/1982,11,1.07015458,0.3567182,0,1.426873,1982,
23/11/1982,11,1.42687277,0,0,1.426873,1982,
23/11/1982,11,2.16409037,0,0,2.16409,1982,
24/11/1982,11,2.14030916,0,0,2.140309,1982,
25/11/1982,11,1.07015458,0.2378121,0,1.307967,1982,
25/11/1982,11,0.41617122,1.082213,0,1.498384,1982,
27/11/1982,11,0.83234245,0.8561237,0,1.688466,1982,
01/12/1982,12,0,1.839949,0,1.839949,1982,
02/12/1982,12,2.37812128,1.997622,0,4.375743,1982,
02/12/1982,12,1.31304875,0.4736433,0,1.786692,1982,
07/12/1982,12,1.65594411,0,0,1.655944,1982,
09/12/1982,12,0.95124851,0.2378121,0,1.189061,1982,
10/12/1982,12,3.85075981,0,0,3.85076,1982,
10/12/1982,12,1.07015458,3.091558,0,4.161712,1982,
20/12/1982,12,1.07015458,1.070155,0,2.140309,1982,
20/12/1982,12,2.14030916,0,0,2.140309,1982,
20/12/1982,12,2.61593341,0,0,2.615933,1982,
23/12/1982,12,4.16171225,0,0,4.161712,1982,
24/12/1982,12,3.80499405,15.70036,2.75287515,22.258226,1982,
25/12/1982,12,2.25921522,0,0,2.259215,1982,
25/12/1982,12,2.73483948,1.545779,0,4.280618,1982,
25/12/1982,12,1.30624732,0,0,1.306247,1982,
27/12/1982,12,4.16171225,1.426873,0,5.588585,1982,
31/12/1982,12,1.01070155,1.783591,0,2.794293,1982,
03/01/1983,1,1.11234705,0.2291435,0.10011124,1.441602,1983,
03/01/1983,1,1.04063181,0.3090145,0,1.349646,1983,
07/01/1983,1,1.39043382,0.1078977,0.06674082,1.565072,1983,
09/01/1983,1,0.97330367,0.1390434,0,1.112347,1983,
10/01/1983,1,1.04558843,0.9818999,0.7826752,2.810164,1983,
15/01/1983,1,0.80358843,0.9798643,0,1.783453,1983,
18/01/1983,1,2.12869855,0,0,2.128699,1983,
19/01/1983,1,4.2269188,0.1223582,0,4.349277,1983,
23/01/1983,1,0,2.71079,0,2.71079,1983,
24/01/1983,1,1.00111235,0.1334816,0,1.134594,1983,
25/01/1983,1,1.93969522,0.5211468,0.16284427,2.623686,1983,
30/01/1983,1,0.46384872,1.696329,0.23359288,2.393771,1983,
03/02/1983,2,1.11234705,4.272525,0.84983315,6.234705,1983,
08/02/1983,2,0.71078977,0.6674082,0,1.378198,1983,
09/02/1983,2,0.88987764,0.32703,0,1.216908,1983,
11/02/1983,2,1.04560623,0.1179088,0,1.163515,1983,
12/02/1983,2,1.12459066,0.7786429,0.55617353,2.459407,1983,
14/02/1983,2,3.55951057,1.167964,0,4.727475,1983,
14/02/1983,2,1.22358176,0.3337041,0,1.557286,1983,
17/02/1983,2,1.00111235,0.3058954,0,1.307008,1983,
18/02/1983,2,2.89210234,0.2513904,0,3.143493,1983,
20/02/1983,2,0.88987764,0.3072303,0,1.197108,1983,
21/02/1983,2,1.1679644,0,0,1.167964,1983,
24/02/1983,2,0,1.112347,0,1.112347,1983,
18/03/1983,3,1.22358176,0.5561735,0,1.779755,1983,
21/03/1983,3,1.49207008,0.1553326,0,1.647403,1983,
21/03/1983,3,1.31202558,0.4116663,0,1.723692,1983,
22/03/1983,3,3.33704116,2.224694,0,5.561735,1983,
23/03/1983,3,1.33481646,0,0,1.334816,1983,
24/03/1983,3,1.44605117,0,0,1.446051,1983,
28/03/1983,3,1.0567297,0.2780868,0,1.334816,1983,
01/04/1983,4,1.11234705,0.4783092,0,1.590656,1983,
05/04/1983,4,0,1.112347,0,1.112347,1983,
06/04/1983,4,1.73376863,0.5200245,0.77864294,3.032436,1983,
10/04/1983,4,2.11790879,1.668521,0,3.786429,1983,
11/04/1983,4,0.16685206,1.668521,0.38932147,2.224694,1983,
12/04/1983,4,1.11234705,1.334816,0,2.447164,1983,
15/04/1983,4,0,10.01112,0,10.011123,1983,
17/04/1983,4,0.82984316,0.3337041,0,1.163547,1983,
18/04/1983,4,1.11234705,0,0,1.112347,1983,
18/04/1983,4,2.48545495,0.6674082,0,3.152863,1983,
20/04/1983,4,3.72636263,0,0,3.726363,1983,
21/04/1983,4,0.44493882,4.004449,0,4.449388,1983,
21/04/1983,4,0.83426029,1.335769,0.11123471,2.281264,1983,
24/04/1983,4,0,2.447164,1.11234705,3.559511,1983,
04/05/1983,5,4.44938821,0,0,4.449388,1983,
10/05/1983,5,0.86985539,0.3392659,0,1.209121,1983,
13/05/1983,5,1.02335929,0.1334816,0,1.156841,1983,
14/05/1983,5,0,2.224694,0,2.224694,1983,
17/05/1983,5,0.66740823,0.5728587,0,1.240267,1983,
18/05/1983,5,0.88987764,0.2693782,0,1.159256,1983,
24/05/1983,5,1.66852058,0,0,1.668521,1983,
27/05/1983,5,1.11234705,1.668521,0.55617353,3.337041,1983,
29/05/1983,5,7.78642937,1.50723,0.77864294,10.072303,1983,
06/06/1983,6,1.66852058,0.4727475,0,2.141268,1983,
07/06/1983,6,1.1679644,0.3070078,0,1.474972,1983,
10/06/1983,6,0,1.112347,0,1.112347,1983,
10/06/1983,6,1.68965517,0,0,1.689655,1983,
17/06/1983,6,1.66852058,0,0,1.668521,1983,
19/06/1983,6,1.22358176,0.3715239,0.02224694,1.617353,1983,
22/06/1983,6,0.44493882,0.6674082,0,1.112347,1983,
23/06/1983,6,1.77975528,0.2780868,0.11123471,2.169077,1983,
24/06/1983,6,0.93770857,0.5561735,0,1.493882,1983,
29/06/1983,6,1.11234705,0.1846496,0.11123471,1.408231,1983,
01/07/1983,7,0,1.612903,0.88987764,2.502781,1983,
03/07/1983,7,2.25806452,0,0,2.258065,1983,
03/07/1983,7,3.55951057,0.1668521,0,3.726363,1983,
04/07/1983,7,0.80839488,1.085305,0,1.8937,1983,
04/07/1983,7,1.70411568,0,0,1.704116,1983,
07/07/1983,7,1.97125139,0.2809466,0.09065629,2.342854,1983,
08/07/1983,7,1.94660734,0,0,1.946607,1983,
12/07/1983,7,1.27919911,0,0,1.279199,1983,
15/07/1983,7,1.51069633,0,0,1.510696,1983,
17/07/1983,7,1.77975528,0.6674082,0,2.447164,1983,
18/07/1983,7,2.72969967,0.6674082,0.27808676,3.675195,1983,
19/07/1983,7,2.02276418,0.3554772,0,2.378241,1983,
20/07/1983,7,1.39043382,0.3503893,0.03337041,1.774194,1983,
20/07/1983,7,0.79577308,0.663515,0.05583982,1.515128,1983,
25/07/1983,7,1.91657397,0.1902113,0.12791991,2.234705,1983,
25/07/1983,7,1.38042269,0.3248053,0.11123471,1.816463,1983,
02/08/1983,8,0,3.448276,0,3.448276,1983,
05/08/1983,8,4.67185762,0,0,4.671858,1983,
09/08/1983,8,0.82313682,0.3337041,0,1.156841,1983,
16/08/1983,8,1.11234705,0.1112347,0,1.223582,1983,
16/08/1983,8,0,3.189052,0.88987764,4.07893,1983,
17/08/1983,8,0.77864294,0.4137931,0,1.192436,1983,
22/08/1983,8,1.20409344,0,0,1.204093,1983,
22/08/1983,8,2.55839822,0,0,2.558398,1983,
22/08/1983,8,1.29032258,0.2280311,0.10011124,1.618465,1983,
23/08/1983,8,1.38042269,0.2636263,0.17797553,1.822024,1983,
25/08/1983,8,1.14085762,0.3022803,0.16742603,1.610564,1983,
25/08/1983,8,1.22358176,0.5595106,0.07786429,1.860957,1983,
25/08/1983,8,4.05784205,3.934228,0,7.99207,1983,
28/08/1983,8,1.44605117,0.3392659,0,1.785317,1983,
30/08/1983,8,4.00444939,0.8898776,0,4.894327,1983,
31/08/1983,8,2.52057842,0,0,2.520578,1983,
31/08/1983,8,0.97886541,0.32703,0.08898776,1.394883,1983,
31/08/1983,8,1.39043382,0,0,1.390434,1983,
01/09/1983,9,1.29717909,0,0,1.297179,1983,
01/09/1983,9,2.2246941,0.8898776,0.55617353,3.670745,1983,
03/09/1983,9,0.88987764,2.986652,0,3.876529,1983,
03/09/1983,9,1.80756396,1.779755,0,3.587319,1983,
04/09/1983,9,1.21904004,0.2189143,0,1.437954,1983,
05/09/1983,9,1.17527475,0,0,1.175275,1983,
08/09/1983,9,1.50166852,0,0,1.501669,1983,
09/09/1983,9,0.55617353,0.6024605,0.3473693,1.506003,1983,
13/09/1983,9,1.49054505,3.100111,1.33481646,5.925473,1983,
16/09/1983,9,5.56173526,5.401557,1.66852058,12.631813,1983,
16/09/1983,9,2.3381535,0.7230256,0,3.061179,1983,
17/09/1983,9,1.01223582,0.2903226,0.13348165,1.43604,1983,
18/09/1983,9,1.77975528,0.2769744,0.22246941,2.279199,1983,
18/09/1983,9,1.03395106,0.4578154,0,1.491766,1983,
19/09/1983,9,4.02002225,2.896532,0,6.916554,1983,
21/09/1983,9,1.45406229,0.1501669,0,1.604229,1983,
25/09/1983,9,1.66852058,0,0,1.668521,1983,
25/09/1983,9,1.15721135,0,0,1.157211,1983,
27/09/1983,9,0,1.209121,0.11123471,1.320356,1983,
29/09/1983,9,0.66740823,2.780868,0,3.448276,1983,
01/10/1983,10,1.69767519,0.2780868,0,1.975762,1983,
02/10/1983,10,1.33481646,0.4771969,0.04449388,1.856507,1983,
03/10/1983,10,1.66852058,0.3337041,0,2.002225,1983,
03/10/1983,10,2.3415762,2.402754,0.55617353,5.300504,1983,
05/10/1983,10,3.00333704,1.001112,0,4.004449,1983,
06/10/1983,10,1.1244683,0,0,1.124468,1983,
07/10/1983,10,1.54649499,0,0,1.546495,1983,
11/10/1983,10,2.2246941,0.3337041,0,2.558398,1983,
20/10/1983,10,0,1.479166,0,1.479166,1983,
22/10/1983,10,0.06084538,1.131813,0.06674082,1.259399,1983,
22/10/1983,10,0,3.197998,0,3.197998,1983,
24/10/1983,10,2.00222469,0.7786429,0.33370412,3.114572,1983,
27/10/1983,10,1.00111235,0.3114572,0,1.31257,1983,
01/11/1983,11,3.55951057,1.779755,0.33370412,5.67297,1983,
13/11/1983,11,7.23025584,6.117909,0,13.348165,1983,
15/11/1983,11,5.65850945,5.773081,0,11.431591,1983,
16/11/1983,11,2.66963293,1.311457,0.27808676,4.259177,1983,
23/11/1983,11,0.64682981,2.108206,0.61179088,3.366826,1983,
25/11/1983,11,0.77864294,0.3337041,0,1.112347,1983,
26/11/1983,11,0,1.112347,0,1.112347,1983,
28/11/1983,11,0.88987764,0.5561735,0,1.446051,1983,
30/11/1983,11,1.44605117,0.6270634,0,2.073115,1983,
07/12/1983,12,1.22358176,0,0,1.223582,1983,
15/12/1983,12,1.0567297,0.5561735,0,1.612903,1983,
17/12/1983,12,1.01223582,0.1123471,0.19466073,1.319244,1983,
19/12/1983,12,0.65628476,0.4727475,0,1.129032,1983,
20/12/1983,12,1.77975528,0.5561735,0,2.335929,1983,
23/12/1983,12,1.11234705,0.6117909,0,1.724138,1983,
24/12/1983,12,6.67408231,4.449388,0,11.123471,1983,
25/12/1983,12,1.11234705,0.5561735,0,1.668521,1983,
25/12/1983,12,0,1.557286,0,1.557286,1983,
27/12/1983,12,1.55728587,0,0,1.557286,1983,
27/12/1983,12,1.93331146,0,0,1.933311,1983,
27/12/1983,12,1.59065628,0.1334816,0,1.724138,1983,
30/12/1983,12,0.94549499,0.5561735,0,1.501669,1983,
01/01/1984,1,1.20418848,0.898534,0.10471204,2.207435,1984,
01/01/1984,1,0.83769634,0.2094241,0,1.04712,1984,
02/01/1984,1,1.05886911,0.3141361,0.05235602,1.425361,1984,
04/01/1984,1,1.32984293,0.03141361,0,1.361257,1984,
07/01/1984,1,0,2.094241,7.21989529,9.314136,1984,
08/01/1984,1,1.64489005,0,0,1.64489,1984,
09/01/1984,1,0,2.617801,0,2.617801,1984,
10/01/1984,1,2.41441047,0.1267016,0,2.541112,1984,
14/01/1984,1,0,1.256545,0.31413613,1.570681,1984,
15/01/1984,1,1.2565445,0,0,1.256545,1984,
31/01/1984,1,0.94240838,0.2020942,0.31413613,1.458639,1984,
06/02/1984,2,1.04712042,0,0,1.04712,1984,
07/02/1984,2,1.97382199,0.2575916,0,2.231414,1984,
07/02/1984,2,2.19895288,0,0,2.198953,1984,
16/02/1984,2,0,5.026178,0,5.026178,1984,
25/02/1984,2,1.67539267,0.7329843,0,2.408377,1984,
28/02/1984,2,1.05298429,0.5991937,0,1.652178,1984,
29/02/1984,2,1.15183246,0,0,1.151832,1984,
06/03/1984,3,0.80555183,0.2452241,0.26890785,1.319684,1984,
06/03/1984,3,2.61780105,0.08376963,0,2.701571,1984,
06/03/1984,3,2.19895288,0.3455497,0,2.544503,1984,
07/03/1984,3,1.78010471,0.5759162,0,2.356021,1984,
07/03/1984,3,0,1.256545,0,1.256545,1984,
08/03/1984,3,1.2565445,0.4188482,0,1.675393,1984,
09/03/1984,3,1.36125654,0,0,1.361257,1984,
12/03/1984,3,0.73298429,3.141361,0,3.874346,1984,
15/03/1984,3,0.87958115,0.8900524,0,1.769634,1984,
17/03/1984,3,0.65968586,0.4586387,0,1.118325,1984,
17/03/1984,3,1.72774869,0.4816754,0,2.209424,1984,
19/03/1984,3,0.83036649,0.2680628,0,1.098429,1984,
25/03/1984,3,1.15183246,0,0,1.151832,1984,
27/03/1983,3,2.38783351,0.5759162,0,2.96375,1983,
28/03/1984,3,2.61780105,9.005236,0,11.623037,1984,
28/03/1983,3,11.08167539,3.211518,0,14.293194,1983,
03/04/1984,4,1.2565445,0.03141361,0,1.287958,1984,
07/04/1984,4,1.46596859,0,0,1.465969,1984,
14/04/1984,4,3.15183246,9.424084,1.04712042,13.623037,1984,
19/04/1984,4,0.41256545,0.6680628,0.04921466,1.129843,1984,
19/04/1984,4,1.28272251,0.5340314,0.58638744,2.403141,1984,
22/04/1984,4,4.18848168,1.256545,0,5.445026,1984,
25/04/1984,4,0.83350785,0.2134031,0,1.046911,1984,
26/04/1984,4,1.0591623,0,0,1.059162,1984,
26/04/1984,4,0,2.094241,0,2.094241,1984,
26/04/1984,4,0,1.855497,0,1.855497,1984,
27/04/1984,4,1.57068063,0,0,1.570681,1984,
27/04/1984,4,1.36125654,0.5759162,0,1.937173,1984,
30/04/1984,4,1.78010471,0.2136126,0.20942408,2.203141,1984,
02/05/1984,5,2.09424084,0.3664921,0,2.460733,1984,
12/05/1984,5,1.08730262,0.3403141,0,1.427617,1984,
12/05/1984,5,1.2565445,0.321466,0.15706806,1.735079,1984,
13/05/1984,5,2.61780105,1.465969,0,4.08377,1984,
14/05/1984,5,1.15183246,0.9005236,0.10471204,2.157068,1984,
19/04/1984,4,1.46596859,0,0,1.465969,1984,
20/05/1984,5,0.54031414,0.6282723,0,1.168586,1984,
20/05/1984,5,1.04712042,0.07329843,0.10471204,1.225131,1984,
29/05/1983,5,0,1.151832,0,1.151832,1983,
01/06/1984,6,3.45549738,0.3141361,0,3.769634,1984,
01/06/1984,6,1.05316754,0,0.04188482,1.095052,1984,
04/06/1984,6,1.15183246,0.05235602,0,1.204188,1984,
07/06/1984,6,0,2.617801,0,2.617801,1984,
08/06/1984,6,1.36125654,0.5099476,0,1.871204,1984,
08/06/1984,6,2.09424084,2.303665,0,4.397906,1984,
08/06/1984,6,3.35078534,1.256545,0,4.60733,1984,
11/06/1984,6,0.52356021,15.50512,2.61780105,18.646484,1984,
14/06/1984,6,1.04712042,0,0,1.04712,1984,
18/06/1984,6,0,1.04712,0,1.04712,1984,
19/06/1984,6,1.04712042,0,0,1.04712,1984,
19/06/1984,6,0.10471204,15.70681,0,15.811518,1984,
22/06/1984,6,0,1.497382,0.4921466,1.989529,1984,
24/06/1984,6,1.04712042,0,0,1.04712,1984,
24/06/1984,6,1.02617801,0.2303665,0,1.256545,1984,
01/07/1984,7,0.94240838,0.2094241,0,1.151832,1984,
05/07/1984,7,0.89005236,0.1832461,0,1.073298,1984,
09/07/1984,7,1.06415812,0.1302628,0,1.194421,1984,
12/07/1984,7,0.94240838,0.1219529,0,1.064361,1984,
12/07/1984,7,1.25549738,0.1287958,0,1.384293,1984,
12/07/1984,7,0.73298429,0.3874346,0.0104712,1.13089,1984,
15/07/1984,7,1.15183246,0,0,1.151832,1984,
17/07/1984,7,1.67539267,0.1183246,0,1.793717,1984,
20/07/1984,7,1.14136126,0,0,1.141361,1984,
23/07/1984,7,0.90756545,0.6991623,0.02617801,1.632906,1984,
27/07/1984,7,1.57068063,1.073298,0,2.643979,1984,
01/08/1984,8,1.08376963,0.2031267,0,1.286896,1984,
01/08/1984,8,1.30890052,3.141361,0,4.450262,1984,
01/08/1984,8,1.04712042,0.1895288,0,1.236649,1984,
02/08/1984,8,1.36125654,0.5979058,0,1.959162,1984,
04/08/1984,8,0.98162618,0.2094241,0,1.19105,1984,
05/08/1984,8,0.2408377,0.6338052,0.43979058,1.314434,1984,
07/08/1984,8,1.46596859,0.5235602,0,1.989529,1984,
09/08/1984,8,1.0338199,0.4429152,0.1728356,1.649571,1984,
10/08/1984,8,2.30366492,0.4188482,0,2.722513,1984,
11/08/1984,8,0.63532565,0.3994429,0.09765236,1.132421,1984,
16/08/1984,8,1.78010471,0,0,1.780105,1984,
17/08/1984,8,0.81151832,0.7958115,0,1.60733,1984,
20/08/1984,8,0.31413613,0.8900524,0,1.204188,1984,
20/08/1984,8,0.83769634,0.2356021,0,1.073298,1984,
20/08/1984,8,0.96335079,0.1361257,0,1.099476,1984,
21/08/1984,8,1.19371728,0.2020942,0.0104712,1.406283,1984,
21/08/1984,8,1.96544503,0,0,1.965445,1984,
26/08/1984,8,2.40837696,0.6930335,0.26178011,3.363191,1984,
28/08/1984,8,1.57068063,0,0,1.570681,1984,
28/08/1984,8,1.2565445,0,0,1.256545,1984,
29/08/1984,8,1.57068063,1.19176,0,2.762441,1984,
31/08/1984,8,0.73140733,0.3350785,0,1.066486,1984,
31/03/1984,3,0.83769634,0.3648618,0.17539267,1.377951,1984,
02/09/1984,9,0.92957277,0.3706806,0,1.300253,1984,
04/09/1984,9,1.0052356,0.3141361,0,1.319372,1984,
05/09/1984,9,2.19895288,1.204188,0,3.403141,1984,
09/09/1984,9,1.36125654,0,0,1.361257,1984,
09/09/1984,9,0.20942408,0.9685864,0,1.17801,1984,
10/09/1984,9,3.66492147,0.6282723,0,4.293194,1984,
11/09/1984,9,3.14136126,0.8293194,0.83769634,4.808377,1984,
11/09/1984,9,0,1.04712,0.05235602,1.099476,1984,
14/09/1984,9,1.87958115,0.3403141,0,2.219895,1984,
15/09/1984,9,1.57068063,1.04712,0,2.617801,1984,
18/09/1984,9,1.36125654,0.07323979,0,1.434496,1984,
23/09/1984,9,0.73298429,0.3141361,0,1.04712,1984,
26/09/1984,9,2.51308901,0,0,2.513089,1984,
26/09/1983,9,1.45549738,0.1345487,0.03141361,1.62146,1983,
28/09/1983,9,10.47120419,6.387435,2.30366492,19.162304,1983,
30/09/1983,9,1.57068063,0,0,1.570681,1983,
01/10/1984,10,2.30366492,0,0,2.303665,1984,
03/10/1984,10,1.4958,0.3340482,0.01570681,1.845555,1984,
04/10/1984,10,0,1.04712,0,1.04712,1984,
04/10/1984,10,1.57068063,0.4188482,0,1.989529,1984,
06/10/1984,10,1.88481675,0.9424084,0,2.827225,1984,
08/10/1984,10,1.2565445,0,0,1.256545,1984,
09/10/1984,10,3.97905759,0,0,3.979058,1984,
10/10/1984,10,0,1.361257,0,1.361257,1984,
10/10/1984,10,1.30890052,0.3246073,0,1.633508,1984,
24/10/1984,10,16.7539267,2.094241,0,18.848168,1984,
28/10/1984,10,0.7591623,0.3664921,0,1.125654,1984,
29/10/1984,10,4.3177445,0.5689853,0.41884817,5.305578,1984,
01/11/1984,11,1.15183246,0.05235602,0.52356021,1.727749,1984,
02/11/1984,11,1.1548712,0.0104712,0,1.165342,1984,
04/11/1984,11,0.20942408,0.9424084,0,1.151832,1984,
05/11/1984,11,1.2565445,0,0,1.256545,1984,
07/11/1984,11,1.8617801,1.183246,0.52356021,3.568586,1984,
07/11/1984,11,4.39790576,2.837696,0,7.235602,1984,
07/11/1984,11,1.57068063,0,0,1.570681,1984,
10/11/1984,11,2.72251309,4.921466,0,7.643979,1984,
13/11/1984,11,1.46596859,0.6036785,0.05235602,2.122003,1984,
14/11/1984,11,1.04712042,1.884817,0,2.931937,1984,
15/11/1984,11,0.94240838,0.3455497,0,1.287958,1984,
17/11/1984,11,1.06800733,0,0,1.068007,1984,
17/11/1984,11,0.94240838,0.3332063,0,1.275615,1984,
23/11/1984,11,1.62303665,0,0,1.623037,1984,
23/11/1984,11,1.9895288,0.6806283,0,2.670157,1984,
02/12/1984,12,1.2565445,0,0,1.256545,1984,
03/12/1984,12,1.10304817,0,0,1.103048,1984,
03/12/1984,12,0.94240838,0.2617801,0,1.204188,1984,
08/12/1984,12,1.15183246,0,0,1.151832,1984,
08/12/1984,12,1.88481675,0,0,1.884817,1984,
10/12/1984,12,3.66492147,3.874346,0,7.539267,1984,
11/12/1984,12,0.83769634,0.2617801,0,1.099476,1984,
12/12/1984,12,0.62827225,0.7329843,0.20942408,1.570681,1984,
13/12/1984,12,2.61780105,0.05235602,0,2.670157,1984,
17/12/1984,12,0.10471204,1.04712,0,1.151832,1984,
19/12/1984,12,1.78010471,2.094241,0,3.874346,1984,
22/12/1984,12,3.97905759,1.04712,0,5.026178,1984,
28/12/1984,12,1.78010471,0,0,1.780105,1984,
29/12/1984,12,1.83246073,2.408377,0.52356021,4.764398,1984,
31/12/1983,12,0.83769634,0.3141361,0,1.151832,1983,
01/01/1985,1,1.5,0,0,1.5,1985,
03/01/1985,1,1.05,0.201,0,1.251,1985,
04/01/1985,1,0.65,0.38,0,1.03,1985,
05/01/1985,1,0.9,0.15,0,1.05,1985,
05/01/1985,1,1.5,0.4,0,1.9,1985,
05/01/1985,1,1.1,0,0,1.1,1985,
06/01/1985,1,1.5,0.18175,0.2,1.88175,1985,
07/01/1985,1,0.705,0.302,0,1.007,1985,
07/01/1985,1,1.63,0,0,1.63,1985,
07/01/1985,1,0.85,0.175,0,1.025,1985,
08/01/1985,1,0.893929,0.113345,0,1.007274,1985,
08/01/1985,1,3.5,0,0,3.5,1985,
10/01/1985,1,2.9,0,0,2.9,1985,
11/01/1985,1,1.956566,0.506571,0,2.463137,1985,
11/01/1985,1,3.05,0.8,0.775,4.625,1985,
11/01/1985,1,0.9,0.13,0,1.03,1985,
11/01/1985,1,0,1.4,0,1.4,1985,
12/01/1985,1,1.077075,0,0,1.077075,1985,
12/01/1985,1,0.75,0.57,0,1.32,1985,
13/01/1985,1,2.6,0,0,2.6,1985,
13/01/1985,1,0.9,0.16,0.02,1.08,1985,
14/01/1985,1,1.34,0.047,0.13,1.517,1985,
16/01/1985,1,0.7,0.37,0,1.07,1985,
17/01/1985,1,0.725,1.391823,0.14,2.256823,1985,
20/01/1985,1,1.422949,0.365464,0,1.788413,1985,
22/01/1985,1,0.132562,0.962934,0.1834,1.278896,1985,
24/01/1985,1,2.993574,1.0345,0.581,4.609074,1985,
25/01/1985,1,1.191,1.992,0,3.183,1985,
28/01/1985,1,1.2,0,0,1.2,1985,
28/01/1985,1,1.75,0.993,0,2.743,1985,
30/01/1985,1,0.6,1.7,0.7,3,1985,
31/01/1985,1,1.008938,0,0,1.008938,1985,
08/02/1985,2,0.9,0.1,0.004084,1.004084,1985,
10/02/1985,2,0.75,1.1,0,1.85,1985,
11/02/1985,2,1.520994,0,0,1.520994,1985,
11/02/1985,2,0.85,0.386535,0.013554,1.250089,1985,
11/02/1985,2,1,0,0,1,1985,
12/02/1985,2,1.5,0.291,0.165,1.956,1985,
14/02/1985,2,0,1,0.05,1.05,1985,
15/02/1985,2,2.26,0.519,0,2.779,1985,
16/02/1985,2,7.4,9.437567,5.3,22.137567,1985,
17/02/1985,2,1.02,0.375,0.05,1.445,1985,
17/02/1985,2,0.8001,0.205,0,1.0051,1985,
19/02/1985,2,0,1,0,1,1985,
19/02/1985,2,1,0,0,1,1985,
20/02/1985,2,0.95,15.35,0,16.3,1985,
20/02/1985,2,0,1.11,0,1.11,1985,
21/02/1985,2,1.475,0,0,1.475,1985,
21/02/1985,2,0.71799,0.331883,0,1.049873,1985,
23/02/1985,2,1.12,0.633542,0,1.753542,1985,
25/02/1985,2,1.8,4.343355,0,6.143355,1985,
27/02/1985,2,1.23,0,0,1.23,1985,
03/03/1985,3,1.57,0.369,0,1.939,1985,
04/03/1985,3,4,32.5,10,46.5,1985,
05/03/1985,3,1.241472,0,0,1.241472,1985,
11/03/1985,3,2,1.4,0,3.4,1985,
12/03/1985,3,0,1,0,1,1985,
17/03/1985,3,4.8,1.4,0,6.2,1985,
19/03/1985,3,0,1.966237,0,1.966237,1985,
20/03/1985,3,0.67,1,0.5,2.17,1985,
22/03/1985,3,1.296,0,0,1.296,1985,
23/03/1985,3,0.705,0.75,0.1,1.555,1985,
27/03/1985,3,0.9,0.15,0.1,1.15,1985,
28/03/1985,3,0.985,0.345,0,1.33,1985,
28/03/1985,3,2.874285,1.226835,0.023165,4.124285,1985,
11/04/1985,4,0.6,0.794239,0,1.394239,1985,
12/04/1985,4,3.6,0.516228,0.645,4.761228,1985,
14/04/1985,4,0.5,3.2,1.168852,4.868852,1985,
19/04/1985,4,0,4,0,4,1985,
21/04/1985,4,0.6,0.7,0.3,1.6,1985,
24/04/1985,4,3.5,3.585,0,7.085,1985,
26/04/1985,4,0.216,0.924054,0.625,1.765054,1985,
27/04/1985,4,2.963,2.703594,0.64006,6.306654,1985,
28/04/1985,4,0.5,0.75,0,1.25,1985,
