date,building,contents,profits,total
05/13/1983,1.02335929,0.1334816,0,1.156841
05/14/1983,0,2.224694,0,2.224694
05/17/1983,0.66740823,0.5728587,0,1.240267
05/18/1983,0.88987764,0.2693782,0,1.159256
05/24/1983,1.66852058,0,0,1.668521
05/27/1983,1.11234705,1.668521,0.55617353,3.337041
05/29/1983,7.78642937,1.50723,0.77864294,10.072303
06/06/1983,1.66852058,0.4727475,0,2.141268
06/07/1983,1.1679644,0.3070078,0,1.474972
06/10/1983,0,1.112347,0,1.112347
06/10/1983,1.68965517,0,0,1.689655
06/17/1983,1.66852058,0,0,1.668521
06/19/1983,1.22358176,0.3715239,0.02224694,1.617353
06/22/1983,0.44493882,0.6674082,0,1.112347
06/23/1983,1.77975528,0.2780868,0.11123471,2.169077
06/24/1983,0.93770857,0.5561735,0,1.493882
06/29/1983,1.11234705,0.1846496,0.11123471,1.408231
07/01/1983,0,1.612903,0.88987764,2.502781
07/03/1983,2.25806452,0,0,2.258065
07/03/1983,3.55951057,0.1668521,0,3.726363
07/04/1983,0.80839488,1.085305,0,1.8937
07/04/1983,1.70411568,0,0,1.704116
07/07/1983,1.97125139,0.2809466,0.09065629,2.342854
07/08/1983,1.94660734,0,0,1.946607
07/12/1983,1.27919911,0,0,1.279199
07/15/1983,1.51069633,0,0,1.510696
07/17/1983,1.77975528,0.6674082,0,2.447164
07/18/1983,2.72969967,0.6674082,0.27808676,3.675195
07/19/1983,2.02276418,0.3554772,0,2.378241
07/20/1983,1.39043382,0.3503893,0.03337041,1.774194
07/20/1983,0.79577308,0.663515,0.05583982,1.515128
07/25/1983,1.91657397,0.1902113,0.12791991,2.234705
07/25/1983,1.38042269,0.3248053,0.11123471,1.816463
08/02/1983,0,3.448276,0,3.448276
08/05/1983,4.67185762,0,0,4.671858
08/09/1983,0.82313682,0.3337041,0,1.156841
08/16/1983,1.11234705,0.1112347,0,1.223582
08/16/1983,0,3.189052,0.88987764,4.07893
08/17/1983,0.77864294,0.4137931,0,1.192436
08/22/1983,1.20409344,0,0,1.204093
08/22/1983,2.55839822,0,0,2.558398
08/22/1983,1.29032258,0.2280311,0.10011124,1.618465
08/23/1983,1.38042269,0.2636263,0.17797553,1.822024
08/25/1983,1.14085762,0.3022803,0.16742603,1.610564
08/25/1983,1.22358176,0.5595106,0.07786429,1.860957
08/25/1983,4.05784205,3.934228,0,7.99207
08/28/1983,1.44605117,0.3392659,0,1.785317
08/30/1983,4.00444939,0.8898776,0,4.894327
08/31/1983,2.52057842,0,0,2.520578
08/31/1983,0.97886541,0.32703,0.08898776,1.394883
08/31/1983,1.39043382,0,0,1.390434
09/01/1983,1.29717909,0,0,1.297179
09/01/1983,2.2246941,0.8898776,0.55617353,3.670745
09/03/1983,0.88987764,2.986652,0,3.876529
09/03/1983,1.80756396,1.779755,0,3.587319
09/04/1983,1.21904004,0.2189143,0,1.437954
09/05/1983,1.17527475,0,0,1.175275
09/08/1983,1.50166852,0,0,1.501669
09/09/1983,0.55617353,0.6024605,0.3473693,1.506003
09/13/1983,1.49054505,3.100111,1.33481646,5.925473
09/16/1983,5.56173526,5.401557,1.66852058,12.631813
09/16/1983,2.3381535,0.7230256,0,3.061179
09/17/1983,1.01223582,0.2903226,0.13348165,1.43604
09/18/1983,1.77975528,0.2769744,0.22246941,2.279199
09/18/1983,1.03395106,0.4578154,0,1.491766
09/19/1983,4.02002225,2.896532,0,6.916554
09/21/1983,1.45406229,0.1501669,0,1.604229
09/25/1983,1.66852058,0,0,1.668521
09/25/1983,1.15721135,0,0,1.157211
09/27/1983,0,1.209121,0.11123471,1.320356
09/29/1983,0.66740823,2.780868,0,3.448276
10/01/1983,1.69767519,0.2780868,0,1.975762
10/02/1983,1.33481646,0.4771969,0.04449388,1.856507
10/03/1983,1.66852058,0.3337041,0,2.002225
10/03/1983,2.3415762,2.402754,0.55617353,5.300504
10/05/1983,3.00333704,1.001112,0,4.004449
10/06/1983,1.1244683,0,0,1.124468
10/07/1983,1.54649499,0,0,1.546495
10/11/1983,2.2246941,0.3337041,0,2.558398
10/20/1983,0,1.479166,0,1.479166
10/22/1983,0.06084538,1.131813,0.06674082,1.259399
10/22/1983,0,3.197998,0,3.197998
10/24/1983,2.00222469,0.7786429,0.33370412,3.114572
10/27/1983,1.00111235,0.3114572,0,1.31257
11/01/1983,3.55951057,1.779755,0.33370412,5.67297
11/13/1983,7.23025584,6.117909,0,13.348165
11/15/1983,5.65850945,5.773081,0,11.431591
11/16/1983,2.66963293,1.311457,0.27808676,4.259177
11/23/1983,0.64682981,2.108206,0.61179088,3.366826
11/25/1983,0.77864294,0.3337041,0,1.112347
11/26/1983,0,1.112347,0,1.112347
11/28/1983,0.88987764,0.5561735,0,1.446051
11/30/1983,1.44605117,0.6270634,0,2.073115
12/07/1983,1.22358176,0,0,1.223582
12/15/1983,1.0567297,0.5561735,0,1.612903
12/17/1983,1.01223582,0.1123471,0.19466073,1.319244
12/19/1983,0.65628476,0.4727475,0,1.129032
12/20/1983,1.77975528,0.5561735,0,2.335929
12/23/1983,1.11234705,0.6117909,0,1.724138
12/24/1983,6.67408231,4.449388,0,11.123471
12/25/1983,1.11234705,0.5561735,0,1.668521
12/25/1983,0,1.557286,0,1.557286
12/27/1983,1.55728587,0,0,1.557286
12/27/1983,1.93331146,0,0,1.933311
12/27/1983,1.59065628,0.1334816,0,1.724138
12/30/1983,0.94549499,0.5561735,0,1.501669
01/01/1984,1.20418848,0.898534,0.10471204,2.207435
01/01/1984,0.83769634,0.2094241,0,1.04712
01/02/1984,1.05886911,0.3141361,0.05235602,1.425361
01/04/1984,1.32984293,0.03141361,0,1.361257
01/07/1984,0,2.094241,7.21989529,9.314136
01/08/1984,1.64489005,0,0,1.64489
01/09/1984,0,2.617801,0,2.617801
01/10/1984,2.41441047,0.1267016,0,2.541112
01/14/1984,0,1.256545,0.31413613,1.570681
01/15/1984,1.2565445,0,0,1.256545
01/31/1984,0.94240838,0.2020942,0.31413613,1.458639
02/06/1984,1.04712042,0,0,1.04712
02/07/1984,1.97382199,0.2575916,0,2.231414
02/07/1984,2.19895288,0,0,2.198953
02/16/1984,0,5.026178,0,5.026178
02/25/1984,1.67539267,0.7329843,0,2.408377
02/28/1984,1.05298429,0.5991937,0,1.652178
02/29/1984,1.15183246,0,0,1.151832
03/06/1984,0.80555183,0.2452241,0.26890785,1.319684
03/06/1984,2.61780105,0.08376963,0,2.701571
03/06/1984,2.19895288,0.3455497,0,2.544503
03/07/1984,1.78010471,0.5759162,0,2.356021
03/07/1984,0,1.256545,0,1.256545
03/08/1984,1.2565445,0.4188482,0,1.675393
03/09/1984,1.36125654,0,0,1.361257
03/12/1984,0.73298429,3.141361,0,3.874346
03/15/1984,0.87958115,0.8900524,0,1.769634
03/17/1984,0.65968586,0.4586387,0,1.118325
03/17/1984,1.72774869,0.4816754,0,2.209424
03/19/1984,0.83036649,0.2680628,0,1.098429
03/25/1984,1.15183246,0,0,1.151832
03/27/1984,2.38783351,0.5759162,0,2.96375
03/28/1984,2.61780105,9.005236,0,11.623037
03/28/1984,11.08167539,3.211518,0,14.293194
04/03/1984,1.2565445,0.03141361,0,1.287958
04/07/1984,1.46596859,0,0,1.465969
04/14/1984,3.15183246,9.424084,1.04712042,13.623037
04/19/1984,0.41256545,0.6680628,0.04921466,1.129843
04/19/1984,1.28272251,0.5340314,0.58638744,2.403141
04/22/1984,4.18848168,1.256545,0,5.445026
04/25/1984,0.83350785,0.2134031,0,1.046911
04/26/1984,1.0591623,0,0,1.059162
04/26/1984,0,2.094241,0,2.094241
04/26/1984,0,1.855497,0,1.855497
04/27/1984,1.57068063,0,0,1.570681
04/27/1984,1.36125654,0.5759162,0,1.937173
04/30/1984,1.78010471,0.2136126,0.20942408,2.203141
05/02/1984,2.09424084,0.3664921,0,2.460733
05/12/1984,1.08730262,0.3403141,0,1.427617
05/12/1984,1.2565445,0.321466,0.15706806,1.735079
05/13/1984,2.61780105,1.465969,0,4.08377
05/14/1984,1.15183246,0.9005236,0.10471204,2.157068
05/19/1984,1.46596859,0,0,1.465969
05/20/1984,0.54031414,0.6282723,0,1.168586
05/20/1984,1.04712042,0.07329843,0.10471204,1.225131
05/29/1984,0,1.151832,0,1.151832
06/01/1984,3.45549738,0.3141361,0,3.769634
06/01/1984,1.05316754,0,0.04188482,1.095052
06/04/1984,1.15183246,0.05235602,0,1.204188
06/07/1984,0,2.617801,0,2.617801
06/08/1984,1.36125654,0.5099476,0,1.871204
06/08/1984,2.09424084,2.303665,0,4.397906
06/08/1984,3.35078534,1.256545,0,4.60733
06/11/1984,0.52356021,15.50512,2.61780105,18.646484
06/14/1984,1.04712042,0,0,1.04712
06/18/1984,0,1.04712,0,1.04712
06/19/1984,1.04712042,0,0,1.04712
06/19/1984,0.10471204,15.70681,0,15.811518
06/22/1984,0,1.497382,0.4921466,1.989529
06/24/1984,1.04712042,0,0,1.04712
06/24/1984,1.02617801,0.2303665,0,1.256545
07/01/1984,0.94240838,0.2094241,0,1.151832
07/05/1984,0.89005236,0.1832461,0,1.073298
07/09/1984,1.06415812,0.1302628,0,1.194421
07/12/1984,0.94240838,0.1219529,0,1.064361
07/12/1984,1.25549738,0.1287958,0,1.384293
07/12/1984,0.73298429,0.3874346,0.0104712,1.13089
07/15/1984,1.15183246,0,0,1.151832
07/17/1984,1.67539267,0.1183246,0,1.793717
07/20/1984,1.14136126,0,0,1.141361
07/23/1984,0.90756545,0.6991623,0.02617801,1.632906
07/27/1984,1.57068063,1.073298,0,2.643979
08/01/1984,1.08376963,0.2031267,0,1.286896
08/01/1984,1.30890052,3.141361,0,4.450262
08/01/1984,1.04712042,0.1895288,0,1.236649
08/02/1984,1.36125654,0.5979058,0,1.959162
08/04/1984,0.98162618,0.2094241,0,1.19105
08/05/1984,0.2408377,0.6338052,0.43979058,1.314434
08/07/1984,1.46596859,0.5235602,0,1.989529
08/09/1984,1.0338199,0.4429152,0.1728356,1.649571
08/10/1984,2.30366492,0.4188482,0,2.722513
08/11/1984,0.63532565,0.3994429,0.09765236,1.132421
08/16/1984,1.78010471,0,0,1.780105
08/17/1984,0.81151832,0.7958115,0,1.60733
08/20/1984,0.31413613,0.8900524,0,1.204188
08/20/1984,0.83769634,0.2356021,0,1.073298
08/20/1984,0.96335079,0.1361257,0,1.099476
08/21/1984,1.19371728,0.2020942,0.0104712,1.406283
08/21/1984,1.96544503,0,0,1.965445
08/26/1984,2.40837696,0.6930335,0.26178011,3.363191
08/28/1984,1.57068063,0,0,1.570681
08/28/1984,1.2565445,0,0,1.256545
08/29/1984,1.57068063,1.19176,0,2.762441
08/31/1984,0.73140733,0.3350785,0,1.066486
08/31/1984,0.83769634,0.3648618,0.17539267,1.377951
09/02/1984,0.92957277,0.3706806,0,1.300253
09/04/1984,1.0052356,0.3141361,0,1.319372
09/05/1984,2.19895288,1.204188,0,3.403141
09/09/1984,1.36125654,0,0,1.361257
09/09/1984,0.20942408,0.9685864,0,1.17801
09/10/1984,3.66492147,0.6282723,0,4.293194
09/11/1984,3.14136126,0.8293194,0.83769634,4.808377
09/11/1984,0,1.04712,0.05235602,1.099476
09/14/1984,1.87958115,0.3403141,0,2.219895
09/15/1984,1.57068063,1.04712,0,2.617801
09/18/1984,1.36125654,0.07323979,0,1.434496
09/23/1984,0.73298429,0.3141361,0,1.04712
09/26/1984,2.51308901,0,0,2.513089
09/26/1984,1.45549738,0.1345487,0.03141361,1.62146
09/28/1984,10.47120419,6.387435,2.30366492,19.162304
09/30/1984,1.57068063,0,0,1.570681
10/01/1984,2.30366492,0,0,2.303665
10/03/1984,1.4958,0.3340482,0.01570681,1.845555
10/04/1984,0,1.04712,0,1.04712
10/04/1984,1.57068063,0.4188482,0,1.989529
10/06/1984,1.88481675,0.9424084,0,2.827225
10/08/1984,1.2565445,0,0,1.256545
10/09/1984,3.97905759,0,0,3.979058
10/10/1984,0,1.361257,0,1.361257
10/10/1984,1.30890052,0.3246073,0,1.633508
10/24/1984,16.7539267,2.094241,0,18.848168
10/28/1984,0.7591623,0.3664921,0,1.125654
10/29/1984,4.3177445,0.5689853,0.41884817,5.305578
11/01/1984,1.15183246,0.05235602,0.52356021,1.727749
11/02/1984,1.1548712,0.0104712,0,1.165342
11/04/1984,0.20942408,0.9424084,0,1.151832
11/05/1984,1.2565445,0,0,1.256545
11/07/1984,1.8617801,1.183246,0.52356021,3.568586
11/07/1984,4.39790576,2.837696,0,7.235602
11/07/1984,1.57068063,0,0,1.570681
11/10/1984,2.72251309,4.921466,0,7.643979
11/13/1984,1.46596859,0.6036785,0.05235602,2.122003
11/14/1984,1.04712042,1.884817,0,2.931937
11/15/1984,0.94240838,0.3455497,0,1.287958
11/17/1984,1.06800733,0,0,1.068007
11/17/1984,0.94240838,0.3332063,0,1.275615
11/23/1984,1.62303665,0,0,1.623037
11/23/1984,1.9895288,0.6806283,0,2.670157
12/02/1984,1.2565445,0,0,1.256545
12/03/1984,1.10304817,0,0,1.103048
12/03/1984,0.94240838,0.2617801,0,1.204188
12/08/1984,1.15183246,0,0,1.151832
12/08/1984,1.88481675,0,0,1.884817
12/10/1984,3.66492147,3.874346,0,7.539267
12/11/1984,0.83769634,0.2617801,0,1.099476
12/12/1984,0.62827225,0.7329843,0.20942408,1.570681
12/13/1984,2.61780105,0.05235602,0,2.670157
12/17/1984,0.10471204,1.04712,0,1.151832
12/19/1984,1.78010471,2.094241,0,3.874346
12/22/1984,3.97905759,1.04712,0,5.026178
12/28/1984,1.78010471,0,0,1.780105
12/29/1984,1.83246073,2.408377,0.52356021,4.764398
12/31/1984,0.83769634,0.3141361,0,1.151832
01/01/1985,1.5,0,0,1.5
01/03/1985,1.05,0.201,0,1.251
01/04/1985,0.65,0.38,0,1.03
01/05/1985,0.9,0.15,0,1.05
01/05/1985,1.5,0.4,0,1.9
01/05/1985,1.1,0,0,1.1
01/06/1985,1.5,0.18175,0.2,1.88175
01/07/1985,0.705,0.302,0,1.007
01/07/1985,1.63,0,0,1.63
01/07/1985,0.85,0.175,0,1.025
01/08/1985,0.893929,0.113345,0,1.007274
01/08/1985,3.5,0,0,3.5
01/10/1985,2.9,0,0,2.9
01/11/1985,1.956566,0.506571,0,2.463137
01/11/1985,3.05,0.8,0.775,4.625
01/11/1985,0.9,0.13,0,1.03
01/11/1985,0,1.4,0,1.4
01/12/1985,1.077075,0,0,1.077075
01/12/1985,0.75,0.57,0,1.32
01/13/1985,2.6,0,0,2.6
01/13/1985,0.9,0.16,0.02,1.08
01/14/1985,1.34,0.047,0.13,1.517
01/16/1985,0.7,0.37,0,1.07
01/17/1985,0.725,1.391823,0.14,2.256823
01/20/1985,1.422949,0.365464,0,1.788413
01/22/1985,0.132562,0.962934,0.1834,1.278896
01/24/1985,2.993574,1.0345,0.581,4.609074
01/25/1985,1.191,1.992,0,3.183
01/28/1985,1.2,0,0,1.2
01/28/1985,1.75,0.993,0,2.743
01/30/1985,0.6,1.7,0.7,3
01/31/1985,1.008938,0,0,1.008938
02/08/1985,0.9,0.1,0.004084,1.004084
02/10/1985,0.75,1.1,0,1.85
02/11/1985,1.520994,0,0,1.520994
02/11/1985,0.85,0.386535,0.013554,1.250089
02/11/1985,1,0,0,1
02/12/1985,1.5,0.291,0.165,1.956
02/14/1985,0,1,0.05,1.05
02/15/1985,2.26,0.519,0,2.779
02/16/1985,7.4,9.437567,5.3,22.137567
02/17/1985,1.02,0.375,0.05,1.445
02/17/1985,0.8001,0.205,0,1.0051
02/19/1985,0,1,0,1
02/19/1985,1,0,0,1
02/20/1985,0.95,15.35,0,16.3
02/20/1985,0,1.11,0,1.11
02/21/1985,1.475,0,0,1.475
02/21/1985,0.71799,0.331883,0,1.049873
02/23/1985,1.12,0.633542,0,1.753542
02/25/1985,1.8,4.343355,0,6.143355
02/27/1985,1.23,0,0,1.23
03/03/1985,1.57,0.369,0,1.939
03/04/1985,4,32.5,10,46.5
03/05/1985,1.241472,0,0,1.241472
03/11/1985,2,1.4,0,3.4
03/12/1985,0,1,0,1
03/17/1985,4.8,1.4,0,6.2
03/19/1985,0,1.966237,0,1.966237
03/20/1985,0.67,1,0.5,2.17
03/22/1985,1.296,0,0,1.296
03/23/1985,0.705,0.75,0.1,1.555
03/27/1985,0.9,0.15,0.1,1.15
03/28/1985,0.985,0.345,0,1.33
03/28/1985,2.874285,1.226835,0.023165,4.124285
04/11/1985,0.6,0.794239,0,1.394239
04/12/1985,3.6,0.516228,0.645,4.761228
04/14/1985,0.5,3.2,1.168852,4.868852
04/19/1985,0,4,0,4
04/21/1985,0.6,0.7,0.3,1.6
04/24/1985,3.5,3.585,0,7.085
04/26/1985,0.216,0.924054,0.625,1.765054
04/27/1985,2.963,2.703594,0.64006,6.306654
04/28/1985,0.5,0.75,0,1.25
04/28/1985,0.8,0.4,0,1.2
04/29/1985,0,1.136412,0.09,1.226412
04/30/1985,0,4.3,2.263,6.563
04/30/1985,0,2.5,1.67,4.17
05/02/1985,2.4,0.28,0,2.68
05/02/1985,0.74,0.26,0.075,1.075
05/04/1985,1.932957,0,0,1.932957
05/05/1985,0.775,0.6,0,1.375
05/06/1985,0.9,0.35,0,1.25
05/07/1985,2.2,1.03,0.15,3.38
05/09/1985,0.95,0.4051,0.025,1.3801
05/14/1985,1.783,0.5,0,2.283
05/15/1985,0.75,1.6,0,2.35
05/26/1985,2.8,0.35,0,3.15
05/27/1985,1.9,0.45,1,3.35
05/28/1985,4,0,0,4
05/28/1985,0,8,2.5,10.5
05/29/1985,2.35,0.54,0,2.89
05/31/1985,0,3,2.5,5.5
05/31/1985,1.2,1.6,0,2.8
06/01/1985,0.98,0.28,0,1.26
06/02/1985,0.9,0.2,0,1.1
06/06/1985,0.5,0.658759,0.968,2.126759
06/10/1985,0.5,1.7,0,2.2
06/11/1985,1.05,0.02,0,1.07
06/12/1985,6.8,2.4,0,9.2
06/13/1985,1.5,0,0,1.5
06/15/1985,0.8,0.85,0,1.65
06/16/1985,2.4,9.825,0,12.225
06/18/1985,1.3,0.1,0,1.4
06/19/1985,4.5,8.739,1,14.239
06/22/1985,0.95,0.135,0,1.085
06/22/1985,0.85,0.2,0,1.05
06/27/1985,1.35,1.3,0,2.65
06/27/1985,1.3,0.423,0.4,2.123
06/28/1985,3,2.2,0,5.2
06/28/1985,1.225,0.6,0,1.825
06/29/1985,1.1,0,0,1.1
07/02/1985,0.9,0.1,0,1
07/02/1985,0.6,1.3,0.165,2.065
07/06/1985,0.97,0.3074,0,1.2774
07/06/1985,0.65,0.545,0,1.195
07/07/1985,1.2,0,0,1.2
07/07/1985,1.1,0,0,1.1
07/08/1985,1.4,0,0,1.4
07/13/1985,1.4,0.175,0.01,1.585
07/15/1985,2.165042,1.1,0,3.265042
07/15/1985,0.9,0.3,0,1.2
07/16/1985,2.015,0.218,0.2,2.433
07/22/1985,1.6,0,0,1.6
07/28/1985,0,2,0,2
08/02/1985,0.76,2,2,4.76
08/03/1985,0.94,0.225,0,1.165
08/04/1985,1.345,0.027,0,1.372
08/06/1985,1.2,0,0,1.2
08/06/1985,0.05,1.2,0.4,1.65
08/06/1985,1.3,0.4,0,1.7
08/07/1985,0,1.3,0,1.3
08/14/1985,0.7,0.4,0,1.1
08/16/1985,1.1,0,0,1.1
08/19/1985,0.82,0.421012,0,1.241012
08/19/1985,0.76,0.245,0,1.005
08/20/1985,1,2.25,0.032,3.282
08/21/1985,0.96,0.09,0,1.05
08/23/1985,41.213,15.62,0.577636,57.410636
08/24/1985,0.91,0.142,0.036,1.088
08/24/1985,0.925,0.193,0,1.118
08/25/1985,1.8,0.57,0.3,2.67
08/28/1985,0.9649,0.11,0,1.0749
08/30/1985,2.141,0,0,2.141
08/31/1985,5,0.85,0,5.85
09/02/1985,2,10,2.3,14.3
09/04/1985,0.1,1.23,0.641,1.971
09/07/1985,1,0.7,0,1.7
09/08/1985,1.213,4.434,0.52,6.167
09/11/1985,1,0.05,0,1.05
09/12/1985,0.861058,0.295,0,1.156058
09/13/1985,2.6,0.65215,0.33,3.58215
09/15/1985,3,10.5,0,13.5
09/19/1985,0.915,0.2865,0,1.2015
09/19/1985,1.4,0.25,0,1.65
09/23/1985,1.01,0.1546,0.213,1.3776
09/24/1985,3.8,0,0,3.8
09/25/1985,0.892,0.425,0.0085,1.3255
09/25/1985,3.9,0.05,0.1,4.05
09/29/1985,5,1.2,0.5,6.7
10/02/1985,0.96,0.2,0,1.16
10/03/1985,1.5,0,0,1.5
10/06/1985,0.8,0.26,0,1.06
10/10/1985,1.134699,0.356588,0,1.491287
10/11/1985,1.661813,0.32,0,1.981813
10/12/1985,1.5,0,0,1.5
10/12/1985,2.8,0.31436,0.1,3.21436
10/12/1985,2.25,1.8,0.05,4.1
10/13/1985,0.6,0.4,0,1
10/16/1985,0,10.7,0,10.7
10/17/1985,5.6,13.8,0,19.4
10/17/1985,1.605603,0,0,1.605603
10/18/1985,1.05,0.082,0,1.132
10/18/1985,2.255,0,0,2.255
10/19/1985,2,0.02,0,2.02
10/20/1985,1.231,0,0,1.231
10/22/1985,1.9,1.4,0.8,4.1
10/25/1985,1.23,6,0,7.23
10/26/1985,0.75,1.1,0,1.85
10/29/1985,1,0,0,1
10/30/1985,1,1.5,0.06,2.56
11/05/1985,1.5,0.053,0,1.553
11/05/1985,1.7,0,0,1.7
11/06/1985,1.045472,0,0,1.045472
11/06/1985,0.95,0.104,0,1.054
11/10/1985,0.5,0.5,0,1
11/13/1985,1.31,5.4,2,8.71
11/16/1985,0.5,1,0,1.5
11/17/1985,1.5,0,0,1.5
11/18/1985,1.26106,0,0,1.26106
11/19/1985,0.9,0.155,0,1.055
11/27/1985,1.136,0.116,0.03,1.282
11/29/1985,0.2,1.1,0,1.3
12/03/1985,1.3,0,0,1.3
12/04/1985,1.1,0.172078,0.15,1.422078
12/06/1985,0.8,0.2,0,1
12/07/1985,1.2,0,0,1.2
12/08/1985,1.3,0.55,0,1.85
12/10/1985,1.02,0.16,0,1.18
12/11/1985,0.501,0.542,0,1.043
12/11/1985,0.9,0.1,0,1
12/11/1985,0.6,1,0,1.6
12/11/1985,1,4.5,0.1,5.6
12/16/1985,1.3,0.5,0,1.8
12/18/1985,0,1.5,1,2.5
12/20/1985,0.4,1.25,0.1,1.75
12/29/1985,1.45,0,0,1.45
01/02/1986,0.77145612,0.6894889,0,1.460945
01/03/1986,1.15718419,0,0,1.157184
01/04/1986,1.18495661,0.291514,0.0192864,1.495757
01/05/1986,1.35004822,2.89296,0.96432015,5.207329
01/07/1986,3.37512054,0.3085824,0,3.683703
01/09/1986,1.44648023,0,0,1.44648
01/11/1986,1.03865767,0,0,1.038658
01/12/1986,1.2536162,0,0,1.253616
01/13/1986,0.86788814,0.192864,0,1.060752
01/13/1986,0.24108004,1.157184,0,1.398264
01/14/1986,0.72324012,0.5785921,0.09643202,1.398264
01/14/1986,0,2.4108,0,2.4108
01/16/1986,1.39826422,0.04358727,0,1.441851
01/16/1986,0.67502411,0.9643202,0,1.639344
01/19/1986,0.84860174,0.2020251,0,1.050627
01/21/1986,1.06075217,0.6943105,0,1.755063
01/24/1986,2.31436837,2.16972,0,4.484089
01/27/1986,1.28736741,0.3905497,0,1.677917
01/27/1986,0.77145612,0.289296,0,1.060752
01/30/1986,0.84860174,0.1513983,0,1
01/31/1986,2.31436837,0.7685632,0,3.082932
02/01/1986,0.89199614,0.3857281,0,1.277724
02/04/1986,1.06075217,0.1465767,0,1.207329
02/04/1986,0.96432015,0.9643202,0,1.92864
02/05/1986,0.77145612,0.2314368,0,1.002893
02/05/1986,0.77145612,0.3182257,0,1.089682
02/07/1986,1.45932015,0.2988091,0,1.758129
02/11/1986,1.44648023,0,0,1.44648
02/12/1986,1.2536162,0.3375121,0,1.591128
02/12/1986,0.38572806,0.4339441,0.28929605,1.108968
02/13/1986,0.6171649,0.359026,0.046919,1.02311
02/14/1986,1.92864031,0,0.07232401,2.000964
02/15/1986,0.90794696,0.3190492,0.08731437,1.314311
02/16/1986,1.10414658,0.9643202,0,2.068467
02/16/1986,2.12150434,0.8360656,0.12825458,3.085824
02/18/1986,0.96432015,5.834137,0,6.798457
02/19/1986,1.63934426,0,0,1.639344
02/21/1986,0.46287367,0.5014465,0.67502411,1.639344
02/28/1986,0.94021215,0.289296,0,1.229508
02/28/1986,1.44648023,0.289296,0,1.735776
02/28/1986,2.41062295,0.4127936,0,2.823417
03/01/1986,2.5072324,0,0,2.507232
03/03/1986,1.44082932,0.1928872,0.23302314,1.86674
03/03/1986,4.33944069,0,0.09643202,4.435873
03/04/1986,1.92864031,0,0,1.92864
03/04/1986,0.96432015,0.09643202,0,1.060752
03/05/1986,1.15323047,0.5882353,0,1.741466
03/07/1986,2.41080039,0.4821601,0.19286403,3.085824
03/08/1986,4.33944069,7.714561,0,12.054002
03/08/1986,1.15718419,0,0,1.157184
03/09/1986,2.12150434,0.289296,0,2.4108
03/10/1986,1.44648023,0.1118611,0,1.558341
03/16/1986,1.35004822,0,0,1.350048
03/19/1986,0.77145612,2.4108,0,3.182257
03/19/1986,1.35053038,0.5501331,0,1.900663
03/19/1986,0.48216008,1.350048,0.48216008,2.314368
03/22/1986,0,3.375121,0.33269045,3.707811
03/23/1986,2.70009643,0.5062681,0,3.206365
03/30/1986,0.91610415,0.144648,0,1.060752
04/01/1986,1.44648023,0,0,1.44648
04/02/1986,0.48216008,0.6750241,0,1.157184
04/02/1986,1.83220829,2.4108,0.96432015,5.207329
04/02/1986,2.70009643,0.4821601,0.48216008,3.664417
04/03/1986,1.49469624,0.1645323,0,1.659229
04/03/1986,0.38572806,2.121504,0,2.507232
04/07/1986,0.19286403,0.5882353,2.41080039,3.1919
04/07/1986,2.94117647,13.50048,0,16.441659
04/08/1986,0.84860174,0.2343298,0,1.082932
04/08/1986,2.41080039,0,0,2.4108
04/10/1986,2.79652845,0.5834233,0.28929605,3.669248
04/10/1986,0.98842816,0.192864,0,1.181292
04/10/1986,12.15043394,7.232401,9.64320154,29.026037
04/11/1986,3.37512054,1.44648,0.09643202,4.918033
04/11/1986,0.95564127,0.192864,0,1.148505
04/16/1986,0.77145612,0.6750241,0.09643202,1.542912
04/17/1986,1.2536162,0.3134041,0,1.56702
04/18/1986,1.15718419,0.09643202,0,1.253616
04/19/1986,0.96432015,0.4821601,0.09643202,1.542912
04/22/1986,1.44648023,0.3857281,0,1.832208
04/24/1986,0.48216008,1.157184,0.024108,1.663452
04/26/1986,0.96432015,0.3134041,0,1.277724
04/27/1986,1.21533462,1.228255,0,2.443589
04/28/1986,0,2.89296,0,2.89296
04/30/1986,2.89296046,0.24108,0,3.134041
05/01/1986,0,0.6750241,1.92864031,2.603664
05/02/1986,0.80038573,2.89296,0.09643202,3.789778
05/03/1986,0,1.735776,0.16682739,1.902604
05/03/1986,2.89290743,0.2989392,0.57859209,3.770439
05/05/1986,0.89681774,0.2700096,0,1.166827
05/06/1986,1.05207329,0.07425265,0.06268081,1.189007
05/07/1986,1.15718419,0.1639344,0,1.321119
05/12/1986,1.2536162,0.4821601,0,1.735776
05/12/1986,0.96432015,8.678881,2.89296046,12.536162
05/13/1986,0.98360656,0.3375121,0,1.321119
05/15/1986,0,0.8678881,0.28929605,1.157184
05/16/1986,1.92864031,2.89296,0.96432015,5.785921
05/21/1986,1.35004822,0.4821601,0,1.832208
05/21/1986,1.30183221,0.08714754,0,1.38898
05/22/1986,1.10896818,0.09643202,0,1.2054
05/24/1986,0.14464802,0,0.96432015,1.108968
05/28/1986,1.44648023,0.2635911,0.0192864,1.729358
05/30/1986,0,0.6750241,0.96432015,1.639344
06/01/1986,0.84663645,0.2410116,0,1.087648
06/06/1986,1.15718419,0.3857281,0,1.542912
06/09/1986,1.43201543,0,0,1.432015
06/10/1986,0.72324012,1.44648,0,2.16972
